RESPNUM_FK,comment_field,comment_group,comment_code,Comment,Sentiment
1915,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1918,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
1919,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
1921,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1925,Q10COM1,Q10,16,Nothing happened to me personally,Positive
1927,Q10COM1,Q10,20,TSA/security didn’t check thoroughly / let things slip,Negative
1928,Q10COM1,Q10,16,Nothing happened to me personally,Positive
1930,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
1931,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
1932,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
1933,Q10COM1,Q10,12,Need more police/security presence,Negative
1935,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
1936,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
1937,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
1940,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
1941,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
1942,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
1945,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
1946,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
1947,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1956,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
1958,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
1960,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
1961,Q10COM1,Q10,12,Need more police/security presence,Negative
1963,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1967,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
1973,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1974,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
1976,Q10COM1,Q10,16,Nothing happened to me personally,Positive
1977,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
1978,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
1979,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1987,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1993,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
1995,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1997,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
1998,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2002,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2003,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2005,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2007,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2008,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2009,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2012,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2014,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2017,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2019,Q10COM1,Q10,9,Know the airport well / come often,Positive
2020,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2023,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2024,Q10COM1,Q10,20,TSA/security didn’t check thoroughly / let things slip,Negative
2025,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2028,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2029,Q10COM1,Q10,9,Know the airport well / come often,Positive
2031,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2032,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2033,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2037,Q10COM1,Q10,9,Know the airport well / come often,Positive
2038,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2045,Q10COM1,Q10,12,Need more police/security presence,Negative
2046,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2047,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2049,Q10COM1,Q10,9,Know the airport well / come often,Positive
2052,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2055,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2056,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2060,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2065,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2072,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2073,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2074,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2076,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2079,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2081,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2085,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2086,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2088,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2089,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2091,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2093,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2094,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2095,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2096,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2097,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2100,Q10COM1,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
2104,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2107,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2109,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2111,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
2112,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2116,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2118,Q10COM1,Q10,12,Need more police/security presence,Negative
2119,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2120,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2121,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2122,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2124,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2125,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2127,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2128,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2130,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2132,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2134,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2140,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2141,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2144,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2147,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2151,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2153,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2154,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2156,Q10COM1,Q10,12,Need more police/security presence,Negative
2159,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2165,Q10COM1,Q10,19,Long lines / crowded (negatives),Negative
2168,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2169,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2170,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2171,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2174,Q10COM1,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
2176,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2181,Q10COM1,Q10,12,Need more police/security presence,Negative
2182,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2185,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2188,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2191,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2192,Q10COM1,Q10,12,Need more police/security presence,Negative
2193,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2194,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
2195,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2197,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2198,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2199,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2200,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2201,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2203,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2205,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2207,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2208,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2209,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2212,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2214,Q10COM1,Q10,8,No questionable people / no loitering,Positive
2215,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2216,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2219,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2220,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2222,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2225,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2226,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2230,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2233,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2236,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2238,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2240,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2243,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2244,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2255,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2257,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2258,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2263,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2265,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2266,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2269,Q10COM1,Q10,20,TSA/security didn’t check thoroughly / let things slip,Negative
2271,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2274,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
2277,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2280,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2281,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2282,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2283,Q10COM1,Q10,8,No questionable people / no loitering,Positive
2288,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2291,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2292,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2293,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2294,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2295,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2297,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2298,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2299,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2300,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2302,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2305,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2308,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2309,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2310,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2312,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2315,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2317,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2319,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2323,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2325,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2327,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2328,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2329,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2331,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2333,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2337,Q10COM1,Q10,12,Need more police/security presence,Negative
2344,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2345,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2351,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2354,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2355,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2358,Q10COM1,Q10,5,Never been an incident at SFO,Positive
2360,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2362,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2363,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2367,Q10COM1,Q10,12,Need more police/security presence,Negative
2368,Q10COM1,Q10,5,Never been an incident at SFO,Positive
2371,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2375,Q10COM1,Q10,5,Never been an incident at SFO,Positive
2377,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2378,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2379,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2381,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2383,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2385,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2386,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2387,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2389,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2391,Q10COM1,Q10,12,Need more police/security presence,Negative
2392,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2393,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2395,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2396,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2400,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2402,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2405,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2406,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2407,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2409,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2413,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2415,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2418,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2424,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2430,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2434,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2435,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2439,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2441,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2442,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2443,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2448,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2449,Q10COM1,Q10,21,Heard/saw incident / too many people,Negative
2450,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2452,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2454,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
2457,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2461,Q10COM1,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
2463,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2468,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2469,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2470,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2473,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2474,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2479,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2484,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2488,Q10COM1,Q10,9,Know the airport well / come often,Positive
2500,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2501,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2503,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2505,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2506,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2509,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2511,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2515,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2516,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2518,Q10COM1,Q10,12,Need more police/security presence,Negative
2523,Q10COM1,Q10,5,Never been an incident at SFO,Positive
2524,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2527,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2534,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2538,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2541,Q10COM1,Q10,12,Need more police/security presence,Negative
2542,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2545,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2546,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2552,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2553,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2554,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2555,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2557,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2558,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2559,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2562,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2563,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2565,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2567,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2568,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2569,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2577,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2578,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2579,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2580,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2581,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2583,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2587,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2593,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2603,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2607,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2608,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2610,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2618,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2619,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2620,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2621,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2624,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2625,Q10COM1,Q10,9,Know the airport well / come often,Positive
2628,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2629,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2632,Q10COM1,Q10,7,Security presence is a sham / theater,Negative
2633,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2637,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2639,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2640,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2641,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2643,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2646,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2648,Q10COM1,Q10,16,Nothing happened to me personally,Positive
2652,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2657,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2661,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2664,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2670,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2673,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2678,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2684,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2685,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2691,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2692,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2693,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2694,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2697,Q10COM1,Q10,18,It’s an airport/US/SF — always safe,Positive
2702,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2703,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2705,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2706,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2707,Q10COM1,Q10,8,No questionable people / no loitering,Positive
2708,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2709,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2711,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2719,Q10COM1,Q10,11,Average/OK like other airports,Neutral
2720,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
2721,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
2722,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2725,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2731,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2744,Q10COM1,Q10,12,Need more police/security presence,Negative
2754,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
2758,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2761,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
2765,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
2793,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2800,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2828,Q10COM1,Q10,21,Heard/saw incident / too many people,Negative
2833,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2843,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2853,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
2854,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2855,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
2857,Q10COM1,Q10,11,Average/OK like other airports,Neutral
6,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
13,Q10COM2,Q10,12,Need more police/security presence,Negative
101,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
159,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
166,Q10COM2,Q10,8,No questionable people / no loitering,Positive
183,Q10COM2,Q10,4,Just feel safe / gut feeling,Positive
189,Q10COM2,Q10,8,No questionable people / no loitering,Positive
304,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
308,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
320,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
449,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
485,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
495,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
503,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
554,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
625,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
653,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
697,Q10COM2,Q10,5,Never been an incident at SFO,Positive
735,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
763,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
810,Q10COM2,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
815,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
822,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
844,Q10COM2,Q10,8,No questionable people / no loitering,Positive
913,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
1041,Q10COM2,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
1059,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
1068,Q10COM2,Q10,17,Haven’t seen enough security/police,Negative
1161,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1193,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1214,Q10COM2,Q10,17,Haven’t seen enough security/police,Negative
1241,Q10COM2,Q10,12,Need more police/security presence,Negative
1271,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
1279,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
1285,Q10COM2,Q10,12,Need more police/security presence,Negative
1291,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1296,Q10COM2,Q10,6,Never feel completely safe / nervous / current events,Negative
1314,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1319,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
1340,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1370,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
1398,Q10COM2,Q10,8,No questionable people / no loitering,Positive
1433,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1460,Q10COM2,Q10,8,No questionable people / no loitering,Positive
1476,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
1518,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
1632,Q10COM2,Q10,16,Nothing happened to me personally,Positive
1634,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
1723,Q10COM2,Q10,3,Open/bright/clean/calm environment,Positive
1751,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1789,Q10COM2,Q10,16,Nothing happened to me personally,Positive
1818,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
1862,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1870,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
1896,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1987,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
1995,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2014,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
2028,Q10COM2,Q10,16,Nothing happened to me personally,Positive
2085,Q10COM2,Q10,2,Security procedures/equipment visible/effective,Positive
2094,Q10COM2,Q10,1,Lots of security/staff visible and effective,Positive
